type,rollup,search_terms,effective_range,review,segment,param_keys,id,updatedOn,param_values,priority,name,redirect_url,filters_normalized,deployed,description,doc_type,attr_external_version_s_,createdOn,external_version_s,enabled,matching,display_type,banner_url,new_id,groups,filters,param_policies
banner,Banner,,[2018-03-01T00:00:00Z TO 2022-05-30T00:00:00Z],approved,,,514be339-6ac9-406c-8093-15eb8aa28fbc,2018-05-18T20:38:16.720Z,,1,Quicklinks,,,FALSE,Quicklinks for VCM,rule,"16\,008\,357\,063\,625\,200\,000\,000\,000\,000\,000\,000\,000",2018-03-21T21:03:19.290Z,1.60E+18,TRUE,keywords,Banner,"<div class=""search-complete"" id=""auto_suggestdiv"" style=""background-color: rgb(255\, 255\, 255); border-color: rgb(204\, 204\, 204); border-width: 1px; border-style: solid; display: none;"">                                                        <ul id=""quickLinksId"" class=""search-top-results padding-bottom-zero border-bottom-none padding-vert-zero margin-vert-tiny"">                                                                 <li class=""text-grey-4 padding-left-tiny"">Quick Links</li>                                                            <div class=""dimResult"">                                                                       <div class=""link"">                                                                            <li class=""text-large pointer padding-left-tiny"">                                                                                     <a title="""" class=""info_link"" style=""color:#333; display:block;"" href=""https://www.verizon.com/support/residential/email"">Email Retirement</a>                                                                          </li>                                                                   </div>                                                          </div>                                                          <div class=""dimResult"">                                                                       <div class=""link"">                                                                            <li class=""text-large pointer padding-left-tiny"">                                                                                     <a title="""" class=""info_link"" style=""color:#333; display:block;"" href=""https://www.verizon.com/support/residential/email"">Check Email</a>                                                                               </li>                                                                   </div>                                                          </div>                                                          <div class=""dimResult"">                                                                       <div class=""link"">                                                                            <li class=""text-large pointer padding-left-tiny"">                                                                                     <a title="""" class=""info_link"" style=""color:#333; display:block;"" href=""https://www.verizon.com/ForYourHome/VZRepair/vziha/Servicecad.aspx?ihaweb=FIX_SETUPWIFI"">Change Wifi/Router Password</a>                                                                                 </li>                                                                   </div>                                                          </div>                                                          <div class=""dimResult"">                                                                       <div class=""link"">                                                                            <li class=""text-large pointer padding-left-tiny"">                                                                                     <a title="""" class=""info_link"" style=""color:#333; display:block;"" href=""https://www.verizon.com/home/shop/moving.htm"">Moving?</a>                                                                                </li>                                                                   </div>                                                          </div>                                                          <div class=""dimResult"">                                                                       <div class=""link"">                                                                            <li class=""text-large pointer padding-left-tiny"">                                                                                     <a title="""" class=""info_link"" style=""color:#333; display:block;"" href=""https://www.verizon.com/foryourhome/MyAccount/ngen/upr/signin.aspx?session=n&amp;goto=https://www22.verizon.com:443/ForYourHome/ebillpay/code/Payments_New.aspx"">Pay My Bill</a>                                                                                 </li>                                                                   </div>                                                          </div>                                                          <div class=""dimResult"">                                                                       <div class=""link"">                                                                            <li class=""text-large pointer padding-left-tiny"">                                                                                     <a title="""" class=""info_link"" style=""color:#333; display:block;"" href=""https://www.verizon.com/support/consumer/equipmentreturn"">Return Equipment</a>                                                                           </li>                                                                   </div>                                                          </div>                                                          <div class=""dimResult"">                                                                       <div class=""link"">                                                                            <li class=""text-large pointer padding-left-tiny"">                                                                                     <a target=""_blank"" title="""" class=""info_link"" style=""color:#333; display:block;"" href=""https://www.verizonwireless.com"" onclick=""window.open(this.href\,"" _blank"")""="""">Cell Phones and Wireless Calling Plans</a>                                                                               </li>                                                                   </div>                                                          </div>                                                  </ul>                                                   <style>                                                                 .search-top-results .dimResult .link span{color: #cd040b !important;} .search-top-results .dimResult a {color: #0066cc !important;} .search-link {color: #0066cc !important;}#auto_suggestdiv {background: #fff}#auto_suggestdiv #quickLinksId {list-style: none; padding: 0 0.875rem; line-height: 1.75rem; margin-bottom: 1.5rem;}#auto_suggestdiv .search-top-results .text-grey-4 {font-weight: bold; color: #333 !important; margin-left: 0 !important; line-height: 1.5rem;}#auto_suggestdiv .search-top-results .dimResult a{color: #0066cc !important; padding: 1px 0px; clear: both; font-size: 13px !important;}                                                      </style>                                                </div>",514be339-6ac9-406c-8093-15eb8aa28fbc,rules-global,,
banner,Banner,"internet package,bundles,fios,bundle,packages,plans",,approved,,,13913942-c4f8-4513-9e45-8afe902a7144,2018-06-07T14:41:08.350Z,,1,Residential Bundles,,category_s:Residential,FALSE,,rule,"16\,026\,251\,889\,475\,500\,000\,000\,000\,000\,000\,000\,000",2018-04-18T22:04:35.990Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/home/bundles/fios/?incid=srch_bundles&amp;RichTextMedia=yes"" name=""&amp;lid=res_bundles&amp;lpos=promo"" tabindex=""0"">Bundles</a>  <div>Combine services and save!</div> </div>",13913942-c4f8-4513-9e45-8afe902a7144,rules-global,"category_s:(""Residential"")",
banner,Banner,"cancelling,cancellation,close account,cancel,cancel service",,approved,Residential,,febf7d3b-ece0-47c3-bc48-5206307f16a8,2018-04-18T22:07:03.770Z,,1,Residential Cancel-Suspend Service,,,FALSE,Residential Cancel-Suspend Service,rule,"15\,981\,233\,829\,555\,700\,000\,000\,000\,000\,000\,000\,000",2018-04-18T22:07:03.770Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/home/cancel-fios.html?incid=srch_res_cancelfios&amp;RichTextMedia=yes"" name=""&amp;lid=res_cancelfios&amp;lpos=promo"" tabindex=""0"">Looking to cancel your Fios service?</a>  <div>Our goal is to make sure you receive the best service\, the best products and best value we can provide. We never want to see you go and would love the chance to convince you to stay.</div> </div>",febf7d3b-ece0-47c3-bc48-5206307f16a8,rules-global,,
banner,Banner,"paper less,paperless,paper free,paper free,save a tree,environment,go green,save trees",,approved,Residential,,4b8be21d-2b1c-4800-98db-faf479d213c8,2018-04-19T18:52:07.840Z,,1,Residential Paper Free Billing,,,FALSE,Residential Paper Free Billing,rule,"15\,982\,017\,154\,027\,300\,000\,000\,000\,000\,000\,000\,000",2018-04-19T18:52:07.840Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/foryourhome/billview/pages/Paperfree.aspx?incid=srch_myvz_join_pfb_lrn&amp;RichTextMedia=yes"" tabindex=""0"">Paper Free Billing</a>  <div>Join the Network Effect. Go Paper Free. Help the environment with an easier\, faster\, more convenient way to pay.</div> </div>",4b8be21d-2b1c-4800-98db-faf479d213c8,rules-global,,
banner,Banner,"pay bill,pay my bill,online payment,bill,billing,payments,bills,payment,online pay,online payment",,approved,Residential,,a7b46430-e6b3-4feb-b93b-71521f8e2192,2018-04-19T20:16:34.540Z,,1,Residential Pay Bill,,,FALSE,Residential Pay Bill,rule,"15\,982\,070\,377\,008\,300\,000\,000\,000\,000\,000\,000\,000",2018-04-19T18:53:30.790Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/foryourhome/equickpay/myvzhome/express/"" tabindex=""0"">Pay Bill Now</a>  <div>Consumer account holders\, click to make a one-time payment.</div> </div>",a7b46430-e6b3-4feb-b93b-71521f8e2192,rules-global,,
banner,Banner,cancel payment,,approved,Residential,,ee25f660-09f0-416f-bee9-fbb276ac9aff,2018-04-19T20:12:07.140Z,,1,Residential Payment Cancel,,,FALSE,Residential Payment Cancel,rule,"15\,982\,067\,500\,848\,200\,000\,000\,000\,000\,000\,000\,000",2018-04-19T18:57:53.510Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/foryourhome/ebillpay/billing/paymenthistory/?incid=srch_myvz_pmtcancel&amp;RichTextMedia=yes&amp;ref=search&amp;tsk=CNCLPMT"" name=""&amp;lid=myvz_pmtcancel&amp;lpos=promo"" tabindex=""0"">Cancel Payment via Payment History</a>  <div>To cancel a payment\, sign in and go to Payment History\, then select the payment you would like to cancel.</div> </div>",ee25f660-09f0-416f-bee9-fbb276ac9aff,rules-global,,
banner,Banner,"pay bill in person,payment center,payment location,pay in person,kiosk",,approved,Residential,,4cacff9c-a78d-45a1-9d68-5fb368caec00,2018-04-19T20:11:45.220Z,,1,Residential Payment Locations,,,FALSE,Residential Payment Locations,rule,"15\,982\,067\,262\,790\,000\,000\,000\,000\,000\,000\,000\,000",2018-04-19T18:59:16.300Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/Support/Residential/PaymentLocations/Homepage.htm?incid=srch_res_paymentlocations&amp;RichTextMedia=yes"" tabindex=""0"">Payment Locations &ndash; Pay My Bill &ndash; Kiosks</a>  <div>Find a convenient place to pay your Verizon bill in person at one of our Authorized Payment Locations. Verizon also offers over 1\,600 payment kiosks for your convenience.</div> </div>",4cacff9c-a78d-45a1-9d68-5fb368caec00,rules-global,,
banner,Banner,"showtime,SHOWTIME,STARZ,starz,cinemax",,approved,Residential,,55548844-d747-40d5-9d25-85a71d5bd95a,2018-04-19T19:00:10.710Z,,1,Residential Premium Channels,,,FALSE,Residential Premium Channels,rule,"15\,982\,022\,228\,401\,100\,000\,000\,000\,000\,000\,000\,000",2018-04-19T19:00:10.710Z,1.60E+18,TRUE,text,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/home/mlp/premium.html"" tabindex=""0"">Fios TV Premium Channels</a>  <div>Hottest premium channels\, including HBO\, SHOWTIME\, Cinemax\, STARZ and more</div> </div>",55548844-d747-40d5-9d25-85a71d5bd95a,rules-global,,
banner,Banner,"channels,channel lineup,channel,channel guide",,approved,,,560a395c-862e-4b3d-a8b1-46b3bc736fda,2018-12-19T14:20:44.670Z,,1,Residential Support Channel Guide,,,FALSE,Residential Support Channel Guide,rule,,2018-04-19T19:08:52.200Z,,TRUE,text,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/ForYourHome/VZRepair/vziha/Servicecad.aspx?ihaweb=FIX_TVChannelGuide&amp;incid=srch_res_support_channelguide&amp;RichTextMedia=yes"" name=""&amp;lid=res_channelguide&amp;lpos=promo"" tabindex=""0"">View and Print Channel Lineup\, Add Premium Channels</a>  <div>View and print your Fios TV channel lineup and add premium channels with the Verizon Troubleshooter.</div> </div>",,rules-global,,
banner,Banner,"nba,sports,mlb,nfl,nhl,soccer",,approved,Residential,,99306905-8a96-469f-b3e1-cd7579cec77d,2018-04-19T19:04:44.520Z,,1,Residential Sports Packages,,,FALSE,Residential Sports Packages,rule,"15\,982\,025\,085\,298\,900\,000\,000\,000\,000\,000\,000\,000",2018-04-19T19:04:44.520Z,1.60E+18,TRUE,text,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/home/fiostv/web/packages/?tab=sports&amp;incid=srch_res_sportspackages&amp;RichTextMedia=yes"" tabindex=""0"">Fios TV Central - Premium Channels - Sports</a>  <div>Customize your Fios TV plan by adding your favorite TV channels. Choose from a variety of packages bursting with entertainment--from HBO\, Cinemax\, NFL RedZone to Showtime\, Starz\, MLB &amp; more.</div> </div>",99306905-8a96-469f-b3e1-cd7579cec77d,rules-global,,
banner,Banner,account number,,approved,Residential,,00430440-668b-46be-88c2-0555fb93c865,2018-04-19T20:10:06.070Z,,1,Residential Support Find Account Number,,,FALSE,Residential Support Find Account Number,rule,"15\,982\,066\,204\,430\,800\,000\,000\,000\,000\,000\,000\,000",2018-04-19T19:27:39.570Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/support/residential/phone/homephone/my+verizon/managing+your+account/general/96229.htm?incid=srch_res_support_accntnum"" name=""&amp;lid=res_support_accntnum&amp;lpos=promo&amp;RichTextMedia=yes"" tabindex=""0"">Locating Your Account Number</a>  <div>You can find your account number on your paper bill or by logging into your account online.</div> </div>",00430440-668b-46be-88c2-0555fb93c865,rules-global,,
banner,Banner,"iphone,i phone,iphonex,iphone7,iphone6,iphone x,iphone 7,iphone 6,iphone 11,iphone 11 pro,iphone 11 pro max",,approved,,,a09fd752-ac24-4be2-9152-641b39b8f8a7,2019-09-19T09:18:43.570Z,,1,Wireless iPhone,,,FALSE,Wireless iPhone,rule,,2018-04-19T20:22:53.020Z,,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/home/searchtrk/?incid=srch_vzw_iphone&amp;RichTextMedia=yes&amp;dest=https%3A%2F%2Fwww.verizonwireless.com%2Fwireless-devices%2Fsmartphones%2Fiphone%2F%23why-verizon"" tabindex=""0"" target=""_blank""><b>iPhone at Verizon</b></a>  <div>The iPhone Deserves the Best Network: Verizon Wireless</div> </div>",,rules-global,,
banner,Banner,"wifi password,wi-fi password,modem password,router password,gateway password",,approved,Residential,,fe0ecefd-3aba-4be8-bbbd-d931045957fb,2018-04-19T20:04:05.640Z,,1,Residential Support Wifi,,,FALSE,Residential Support Wifi,rule,"15\,982\,062\,430\,899\,400\,000\,000\,000\,000\,000\,000\,000",2018-04-19T20:04:05.640Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/ForYourHome/VZRepair/vziha/Servicecad.aspx?ihaweb=FIX_SETUPWIFI&amp;incid=srch_res_support_wifi&amp;RichTextMedia=yes"" tabindex=""0"">Manage Wi-Fi Settings</a>  <div>Use the Verizon Troubleshooter to manage your Wi-Fi settings.</div> </div>",fe0ecefd-3aba-4be8-bbbd-d931045957fb,rules-global,,
banner,Banner,"career,careers,job",,approved,Residential,,e5bf0dc1-803d-4896-84c5-a5c6a310ae63,2018-05-25T19:04:35.490Z,,1,All - Carrer,,,FALSE,,rule,"16\,014\,639\,916\,625\,400\,000\,000\,000\,000\,000\,000\,000",2018-05-25T18:56:47.610Z,1.60E+18,TRUE,text,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/home/searchtrk/?incid=srch_careers&amp;RichTextMedia=yes&amp;dest=http%3A%2F%2Fwww.verizon.com%2Fabout%2Fcareers"" tabindex=""0"">Careers at Verizon</a>  <div>With a career at Verizon\, you wake up to your dream job. Every day.</div> </div>",e5bf0dc1-803d-4896-84c5-a5c6a310ae63,rules-global,,
banner,Banner,"billing statements,past bills,statement",,approved,Residential,,1e6ede33-fd74-4e51-b2ae-f4c0cfafb30e,2018-04-19T20:18:10.950Z,,1,Residential View Copies of Billing Statements,,,FALSE,Residential View Copies of Billing Statements,rule,"15\,982\,071\,302\,093\,500\,000\,000\,000\,000\,000\,000\,000",2018-04-19T20:09:18.190Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/support/residential/phone/homephone/billing/viewing+your+bill/using+your+online+bill/95674.htm%3Fincid%3Dsrch_viewbillStatement%26RichTextMedia%3Dyes"" tabindex=""0"">View Billing Statements</a>  <div>You can view your bill online by logging into My Verizon. Up to twelve months of paper bills are available online for viewing\, downloading and printing.</div> </div>",1e6ede33-fd74-4e51-b2ae-f4c0cfafb30e,rules-global,,
banner,Banner,"forward,missed",,approved,,,469eb12f-5873-4ae9-a938-1b8d6c9e302a,2018-11-20T23:00:39.220Z,,1,personalization-ann-callforward,,,FALSE,personalization-ann-callforward,rule,,2018-08-20T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-callforward,,rules-global,,
banner,Banner,"home agent,in-home agent,iha",,approved,Residential,,a0564a42-f542-49bd-8155-98712f4a8d73,2018-04-18T22:22:39.790Z,,1,Residential In Home Agent,,,FALSE,Residential In Home Agent,rule,"15\,981\,243\,641\,270\,100\,000\,000\,000\,000\,000\,000\,000",2018-04-18T22:22:39.790Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/home/searchtrk/?incid=srch_esp_iha_xprt_lrn&amp;RichTextMedia=yes&amp;dest=https%3A%2F%2Fcare.verizon.net%2Fiha%2FIHAPC.aspx"" name=""&amp;lid= res_fiostvcentral&amp;lpos=promo"" tabindex=""0"">Fios In-Home Agent</a>  <div>Put an expert in your home. Fast and free 24/7 Fios troubleshooting and support.</div> </div>",a0564a42-f542-49bd-8155-98712f4a8d73,rules-global,,
banner,Banner,"techsure,sure,antivirus,virus,security,mcafee,norton",,approved,,,389a51b7-7aba-4af8-a58b-1ffdadbf4439,2019-03-14T03:39:10.390Z,,1,personalization-ann-techsure,,,FALSE,personalization-ann-techsure,rule,,2018-08-20T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-techsure,,rules-global,,
banner,Banner,"battery,bbu,backup",,approved,,,7b4d7b72-93de-4762-8b02-b42f9d2d707f,2018-11-20T07:44:55.220Z,,1,personalization-ann-battery,,,FALSE,personalization-ann-battery,rule,,2018-05-07T15:20:53.750Z,,TRUE,text,Banner,personalization-ann-battery,,rules-global,,
banner,Banner,dvr,,approved,,,a74d5bb1-8a88-4eb4-b4e4-bbee69e96833,2018-11-20T23:20:34.510Z,,1,personalization-ann-dvr,,,FALSE,personalization-ann-dvr,rule,,2018-05-07T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-dvr,,rules-global,,
banner,Banner,"rewards,rewards+,friend referral,refer a friend,points,reward,loyalty",,approved,Residential,,72a098fa-3f45-4e8a-891f-4562f222c386,2018-04-19T18:42:25.880Z,,1,Residential My Rewards+,,,FALSE,Residential My Rewards+,rule,"15\,982\,011\,054\,125\,200\,000\,000\,000\,000\,000\,000\,000",2018-04-19T18:42:25.880Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/home/MLP/myrewards.html?incid=srch_rewards&amp;RichTextMedia=yes"" name=""&amp;lid=rewards&amp;lpos=promo"" tabindex=""0"">My Rewards+</a>  <div>At Verizon we appreciate great customers like you. So\, to say thank you\, we created My Rewards+*\, the loyalty program that rewards you for the things you do every day.</div> </div>",72a098fa-3f45-4e8a-891f-4562f222c386,rules-global,,
banner,Banner,"return,returning,drop",,approved,,,b6dcced9-646b-410c-8220-d0e59d9354cb,2018-11-20T07:44:41.910Z,,1,personalization-ann-equipmentreturn,,,FALSE,personalization-ann-equipmentreturn,rule,,2018-06-12T16:16:47.490Z,,TRUE,text,Banner,personalization-ann-equipmentreturn,,rules-global,,
banner,Banner,"register account,my account,my verizon registration",,approved,Residential,,682efe00-c19d-4986-af07-dfbb44baf5fe,2018-04-19T18:44:03.210Z,,1,Residential My Verizon Registration,,,FALSE,Residential My Verizon Registration,rule,"15\,982\,012\,068\,108\,600\,000\,000\,000\,000\,000\,000\,000",2018-04-19T18:44:03.210Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""http://www.verizon.com/home/searchtrk/?incid=srch_myvz_247_rgstr&amp;RichTextMedia=yes&amp;dest=https%3A%2F%2Fwww.verizon.com%2Fforyourhome%2Fregistration%2Fngen%2Fregstarted.aspx"" tabindex=""0"">My Verizon</a>  <div>Get 24/7 online access to your account -- pay bills\, make changes to your new and existing services and lots more! Register Today.</div> </div>",682efe00-c19d-4986-af07-dfbb44baf5fe,rules-global,,
banner,Banner,chat,,approved,,,bbc9bc7f-723c-4c28-af0a-3156f886054d,2018-11-19T16:54:30.250Z,,1,answerbox-widget-livechat,,,FALSE,answerbox-widget-livechat,rule,,2018-11-19T16:54:30.250Z,,TRUE,text,Banner,answerbox-widget-livechat,,rules-global,,
banner,Banner,"channel,channels,guide,lineup,listing,listings",,approved,,,88ebab84-a6a1-4d1d-930b-3c9076c99985,2019-03-14T03:39:43.800Z,,1,personalization-ann-tvchannellineup,,,FALSE,personalization-ann-tvchannellineup,rule,,2018-09-10T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-tvchannellineup,,rules-global,,
banner,Banner,"sign In,Signin,login,log in,manage services,account services,verizon account",,approved,,,9ada427e-bed6-43cc-b325-95cbe7ddc4c8,2018-04-19T18:46:02.840Z,,1,Residential My Verizon Sign In,,,FALSE,,rule,"15\,982\,013\,329\,587\,500\,000\,000\,000\,000\,000\,000\,000",2018-04-19T18:46:02.840Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/home/myverizon/?incid=srch_myvz_signin&amp;RichTextMedia=yes"" tabindex=""0"">Sign In to My Verizon</a>  <div>Pay your bill\, add services\, find movies\, access your entertainment\, check email and so much more.</div> </div>",9ada427e-bed6-43cc-b325-95cbe7ddc4c8,rules-global,,
banner,Banner,"router,modem,gateway,wifi,quantum",,approved,,,8372c21b-e2cd-440d-8799-45bcea72a0c3,2019-03-14T03:35:54.240Z,,1,personalization-ann-router,,,FALSE,personalization-ann-router,rule,,2018-08-20T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-router,,rules-global,,
banner,Banner,"cart,smart cart",,approved,,,6fdcd9f8-d7e9-48bc-9550-964a9d5c2bd3,2019-01-09T19:15:51.820Z,,1,Cart,,,FALSE,cart,rule,,2018-12-08T00:10:05.060Z,,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/foryourhome/ordering/ordernew/xpsentry.aspx?incid=srch_res_savedcart&RichTextMedia=yes"" tabindex=""0"">My Cart</a>  <div>Looking for your saved cart? Find it here.</div> </div>",,rules-global,,
banner,Banner,"football,nfl",,approved,Residential,,cf4c5b17-9414-4936-a6e2-fcee5f3fcdbb,2018-04-19T18:46:49.410Z,,1,Residential NFL Options,,,FALSE,Residential NFL Options,rule,"15\,982\,013\,811\,859\,100\,000\,000\,000\,000\,000\,000\,000",2018-04-19T18:46:49.410Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/home/MLP/SPORTSPASS.html?incid=srch_res_nfloption&amp;RichTextMedia=yes"" name=""&amp;lid=res_nfloption&amp;lpos=promo"" tabindex=""0"">Fios TV Sports Pass Featuring NFL RedZone from NFL Network</a>  <div class=""row border-bottom border-grey-5-active large-padding-left-zero medium-padding-left-tiny small-padding-left-tiny tiny-padding-left-micro""> <div class=""column tiny-12 padding-top-small padding-bottom-tiny large-padding-left-zero medium-padding-left-tiny small-padding-left-tiny tiny-padding-left-tiny""> <div class=""text-xlarge text-grey-2 bold"">Please chose an option related to NFL:</div> </div>  <div class=""column tiny-12 large-padding-left-zero medium-padding-left-tiny small-padding-left-tiny tiny-padding-left-tiny""> <ul class=""tiny-block-grid-4 small-block-grid-4 medium-block-grid-5 large-block-grid-5 margin-vert-zero"">  <li class=""padding-left-zero padding-bottom-micro""><a class=""button cta-text normal-weight text-normal"" href=""https://www.verizon.com/info/channel-lineup/?incid=srch_res_nfloption_channellineup&amp;RichTextMedia=yes"" name=""&amp;lid=res_nfloption_channellineup&amp;lpos=promo"" role=""button"" tabindex=""0"">Channel Lineup</a></li>      <li class=""padding-bottom-micro""><a class=""button cta-text normal-weight text-normal"" href=""https://www.verizon.com/home/MLP/SPORTSPASS.html?incid=srch_res_nfloption_sportspass&amp;RichTextMedia=yes"" name=""&amp;lid=res_nfloption_sportspass&amp;lpos=promo"" role=""button"" tabindex=""0"">Fios TV Sports Pass</a></li>     <!--<li class=""padding-bottom-micro""><a class=""button cta-text normal-weight text-normal"" href=""http://www.verizon.com/home/searchtrk/?incid=srch_res_nfloption_nflmobile&amp;RichTextMedia=yes&amp;dest=https%3A%2F%2Fwww.verizonwireless.com%2Fnfl%2Fnfl-mobile%2F"" name=""&amp;lid=res_nfloption_nflmobile&amp;lpos=promo"" role=""button"" tabindex=""0"">NFL Mobile</a></li>//-->    <li class=""padding-bottom-micro""><a class=""button cta-text normal-weight text-normal"" href=""https://www.verizon.com/support/residential/tv/programs-features/sports-channel-blackouts?incid=srch_res_nfloption_blackouts&amp;RichTextMedia=yes"" name=""&amp;lid=res_nfloption_blackouts&amp;lpos=promo"" role=""button"" tabindex=""0"">Sports Blackouts</a></li> </ul> </div> </div> </div>",cf4c5b17-9414-4936-a6e2-fcee5f3fcdbb,rules-global,,
banner,Banner,"payment,arrangement",,approved,,,a68b0d07-b758-4532-9010-8ca5a06bebbe,2018-11-19T16:51:47.740Z,,1,personalization-ann-payarrange,,,FALSE,personalization-ann-payarrange,rule,,2018-09-10T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-payarrange,,rules-global,,
banner,Banner,"nhl,hockey,ice",,approved,,,e4d7adcb-0414-4b64-86cf-e033015bacc2,2019-03-14T03:32:59.710Z,,1,personalization-ann-nhl,,,FALSE,personalization-ann-nhl,rule,,2019-02-19T21:59:23.660Z,,TRUE,text,Banner,personalization-ann-nhl,,rules-global,,
redirect,Redirect,jabra,,approved,,,4af1ff0d-9841-4986-8efa-064575a9b900,2018-12-12T23:32:32.250Z,,1,Redirect: Jabra Elite 65T,https://www.verizon.com/home/searchtrk/?incid=srch_vzw_general&RichTextMedia=yes&dest=https%3A%2F%2Fwww.verizonwireless.com%2Fsearch%2FvzwSearch%3FNtt%3Djabra%26WirelessBan%3Dyes,,FALSE,Jabra Elite 65T,rule,,2018-11-27T14:46:18.320Z,,FALSE,keywords,Redirect,,,rules-global,,
banner,Banner,"optimizer,extender,extend",,approved,,,1758caa1-944a-4a68-90ef-e3798afadf23,2019-03-14T03:40:59.880Z,,1,personalization-ann-wifiextender,,,FALSE,personalization-ann-wifiextender,rule,,2018-09-10T15:32:05.820Z,,TRUE,text,Banner,personalization-ann-wifiextender,,rules-global,,
banner,Banner,"pay per view,PPV,pay-per-view",,approved,Residential,,e5414f2e-3e95-42ce-b5d4-96886a5ce5c2,2018-04-20T20:44:17.300Z,,1,Residential Pay Per View,,,FALSE,Residential Pay Per View,rule,"15\,982\,993\,689\,469\,200\,000\,000\,000\,000\,000\,000\,000",2018-04-19T18:56:00.910Z,1.60E+18,TRUE,keywords,Banner,"<div class=""padding-top-small""> <div class=""bold"">BEST MATCH</div> <a class=""text-large text-hyperlink bold"" href=""https://www.verizon.com/OnDemand/Payperview/Home?incid=srch_res_pay_per_view&amp;RichTextMedia=yes"" tabindex=""0"">Pay Per View</a>  <div>Win by decision. Invite your friends and watch the action on pay per view.</div> </div>",e5414f2e-3e95-42ce-b5d4-96886a5ce5c2,rules-global,,
